name,type,equipment,frequency,day_of_week,fortnite,month,day_of_month,start_date,end_date,assigned_to,start_hour,end_hour,description
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-46.O2PP - INSTRUMENTS, CSS: SA-39-46 -O2 PROCESS PUMPS OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-46.O2PP - INSTRUMENTS, CSS: SA-39-46 -O2 PROCESS PUMPS OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-46.TFZPP - INSTRUMENTS, CSS: SA-39-46 -O2 &N2 TRK FILL PUMPS OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-46.TFZPP - INSTRUMENTS, CSS: SA-39-46 -O2 &N2 TRK FILL PUMPS OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-46N2BUPP - INSTRUMENTS, CSS: SA-39-46 -N2 BACKUP PUMPS  OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-46N2BUPP - INSTRUMENTS, CSS: SA-39-46 -N2 BACKUP PUMPS  OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-46O2BUPP - INSTRUMENTS, CSS: SA-39-46 -O2 BACKUP PUMPS  OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-46O2BUPP - INSTRUMENTS, CSS: SA-39-46 -O2 BACKUP PUMPS  OVER PRESS. PROTECTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-48 - INSTRUMENTS, CSS: SA-39-48 TRK FILL CRYO SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-48 - INSTRUMENTS, CSS: SA-39-48 TRK FILL CRYO SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-49 - INSTRUMENTS, CSS: SA-39-49 LOCK OPEN/CLOSE ISO VLV. PLANT2",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-49 - INSTRUMENTS, CSS: SA-39-49 LOCK OPEN/CLOSE ISO VLV. PLANT2",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-49.DRIOX - INSTRUMENTS, CSS: SA-39-49 LOCK OPEN/CLOSE ISOLATION VALVES DRIOX",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-49.DRIOX - INSTRUMENTS, CSS: SA-39-49 LOCK OPEN/CLOSE ISOLATION VALVES DRIOX",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-50 - INSTRUMENTS, CSS: SA-39-50 SAFE 02 DELIVERY PLANT2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-50 - INSTRUMENTS, CSS: SA-39-50 SAFE 02 DELIVERY PLANT2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-50.DRIOX - INSTRUMENTS, CSS:SA-39-50, SAFE OXYGEN DELIVERY, DRIOX",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-50.DRIOX - INSTRUMENTS, CSS:SA-39-50, SAFE OXYGEN DELIVERY, DRIOX",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-50TIELNE - INSTRUMENTS, CSS: SA-39-50 MPO2 TIE LINE PORTION AT TATA2, SAFE O2 DELIVERY",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-50TIELNE - INSTRUMENTS, CSS: SA-39-50 MPO2 TIE LINE PORTION AT TATA2, SAFE O2 DELIVERY",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-6.AR.BLK - INSTRUMENTS, CSS: SA-39-6 - AR. BULK STORAGE TANK SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-6.AR.BLK - INSTRUMENTS, CSS: SA-39-6 - AR. BULK STORAGE TANK SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-6.AR.TM - INSTRUMENTS, CSS: SA-39-6 - AR. TM TANK SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-6.AR.TM - INSTRUMENTS, CSS: SA-39-6 - AR. TM TANK SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-6.LN2.LR - INSTRUMENTS, CSS: SA-39-6 - LIN LR SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-6.LN2.LR - INSTRUMENTS, CSS: SA-39-6 - LIN LR SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-6.LO2.LR - INSTRUMENTS, CSS: SA-39-6 - LOX LR SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-6.LO2.LR - INSTRUMENTS, CSS: SA-39-6 - LOX LR SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-6.O2.TM - INSTRUMENTS, CSS: SA-39-6 - LOX TM TANK SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-6.O2.TM - INSTRUMENTS, CSS: SA-39-6 - LOX TM TANK SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-7.BU.AR. - INSTRUMENTS, CSS: SA-39-7 - BACK UP AR. PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-7.BU.AR. - INSTRUMENTS, CSS: SA-39-7 - BACK UP AR. PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-7.BU.N2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP N2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-7.BU.N2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP N2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-7.BU.O2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP O2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-7.BU.O2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP O2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-7.PHXPLN - INSTRUMENTS, CSS: SA-39-7 - PRODUCT O2  LINE TO PHX BREAK PREVENTION PLANT2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-7.PHXPLN - INSTRUMENTS, CSS: SA-39-7 - PRODUCT O2  LINE TO PHX BREAK PREVENTION PLANT2",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-7TIELINE - INSTRUMENTS, CSS: SA-39-7 MPO2 TIE LINE PORTION AT TATA2, BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-7TIELINE - INSTRUMENTS, CSS: SA-39-7 MPO2 TIE LINE PORTION AT TATA2, BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-8.BOC1 - INSTRUMENTS, CSS: SA-39-8, CENTRIFUGAL O2 COMP ENERGY RELEASE PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-8.BOC1 - INSTRUMENTS, CSS: SA-39-8, CENTRIFUGAL O2 COMP ENERGY RELEASE PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND018-GENL-CSS-SA-39-8.BOC2 - INSTRUMENTS, CSS: SA-39-8, CENTRIFUGAL O2 COMP ENERGY RELEASE PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND018-GENL-CSS-SA-39-8.BOC2 - INSTRUMENTS, CSS: SA-39-8, CENTRIFUGAL O2 COMP ENERGY RELEASE PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
Reagent Check Test; Required for COP: SA-40-5,Schedule,"IND018-GENL-CSS-SA-40-5 - INSTRUMENTS, CSS: SA-40-5 HIGH C2H2 CONC. IN MC  PLANT2",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0048-09
INSPECT THE EQPT AND TAKE A SET OF PARAMETERS,Schedule,IND018-GENL-ELEC - GENERAL. ELECTRICAL SYSTEMS,Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-006-09
PERIODIC ENERGYMETER CALIBRATION,Schedule,IND018-GENL-ELEC - GENERAL. ELECTRICAL SYSTEMS,Annually,5,3,5,29,2020-05-28,,INDJSEBXG2,14:30:07,23:30:07,IND018-066-09
Ground Grid – Major Maintenance,Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0506-09
INSPECTION OF POWER TOOLS,Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-009-09
EMERGENCY EQUIPMENT CHECKS OF ELCB'S AND EMERGENCY LIGHTS,Schedule,IND018-GENL-ELEC-ELEC - .,Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-023-09
Cleaning of Switch Gear / MCC / Dry type Transformer housed in containers,Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-058-09
"NUMERICAL RELAYS - CHECK STORAGE, SETTINGS AND POWER UP TO CHARGE CAPACITORS",Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-026-09
MONSOON PROTECTION -EFFECTIVE SEALING INSPECTION IN ELEC  EQUIPMENTS,Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-014-09
INSPECTION OF LIGHTENING ARRESTORS,Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-018-09
Downloading of data & settings from all neumerical relays,Schedule,IND018-GENL-ELEC-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND018-053-09
Mechanical Inspection of Fixed Equipment,Schedule,"IND018-GENL-EQUIP - GENERAL, FIXED MECH. EQUIPMENT",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0298-09
Piping - Corrosion Inspection,Schedule,"IND018-GENL-EQUIP-EQUIP.FIXED - GENERAL, FIXED MECHANICAL EQUIPMENT",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0147-09
Monitoring of all panel temp./or addition of RTD's,Schedule,"IND018-GENL-INST - INSTRUMENTATION,GENERAL",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-010-09
LOCAL CONTROL PANEL  AC MAINTENANCE,Schedule,IND018-GENL-ROUTE - GENERAL,Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-068-09
Ïnspection and clearing silencer drain and muffler ,Schedule,IND018-GENL-ROUTE - GENERAL,Annually,5,3,5,29,2020-05-28,,INDJSESXS2,14:30:07,23:30:07,IND018-073-09
Backup System Unit Inspection,Schedule,IND018-GENL-ROUTE - GENERAL,Monthly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STDSPO-0221-09
CSI 2130 Battery Calibration,Schedule,IND018-GENL-ROUTE - GENERAL,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-059-09
Validate all AC temperatures in PLC panels are set to prevent condensation,Schedule,IND018-GENL-ROUTE - GENERAL,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-048-09
CHECKING OF DRIOX AREA FLANGE BOLT TIGHTNESS AND TORQUING AS PER STANDARD,Schedule,IND018-GENL-ROUTE - GENERAL,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-070-09
PRESERVATION OF CRITICAL EQUIPMENT SPARES,Schedule,IND018-GENL-ROUTE-EQUIP - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018--033-09
METERING SYSTEM CHECKING AND CALIBRATION,Schedule,IND018-GENL-ROUTE-INST. - .,Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-071-09
REPLACEMENT OF ULTIMA O2 SENSOR,Schedule,IND018-GENL-ROUTE-INST. - .,Quarterly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-064-09
TIE LINE METERING SYSTEM CHECKING AND CALIBRATION,Schedule,IND018-GENL-ROUTE-INST. - .,Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-072-09
Infrared Thermographic Analysis Route,Schedule,IND018-GENL-ROUTE-IR - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0016-09
Varnish Potential Analysis Route,Schedule,IND018-GENL-ROUTE-OIL - .,Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-051-09
Lubrication Oil Analysis Route,Schedule,IND018-GENL-ROUTE-OIL - .,Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0008-09
Inspection of product pipeline upto battery limit for any abnormal observation,Schedule,IND018-GENL-ROUTE-PIPELINE - *,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-081-09
CRITICAL VALVE LEAK CHECKING WITH ULTRAPHONIC DETECTOR,Schedule,IND018-GENL-ROUTE-ULTRASOUND - .,Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-021-09
Inspection of Vibration Targets / Fixing of missing targets,Schedule,IND018-GENL-ROUTE-VIB - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-065-09
Monthly Vibration Analysis Route,Schedule,IND018-GENL-ROUTE-VIB - .,Monthly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0009A-09
CALIBRATION OF VIB. ANALYZER CSI 2130,Schedule,IND018-GENL-ROUTE-VIB - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-042-09
Valve gland leak checks,Schedule,"IND018-GENL-VALVE - GENERAL, VALVE",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-015-09
Replace Solenoid Coil,Schedule,"IND018-GENL-VALVE - GENERAL, VALVE",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-012-09
Inspect and rebuild SOV to replace worn "Soft Goods"/Replace SOV,Schedule,"IND018-GENL-VALVE - GENERAL, VALVE",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-011-09
Pressure Relief Valve (PRV) Maintenance Review Process,Schedule,IND018-GENL-VALVE-PRVLIST.OTHR - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0004-09
Pressure Relief Valve (PRV) Maintenance Review Process,Schedule,IND018-GENL-VALVE-PRVLIST.STAT - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0004-09
Manual Isolation Valve Inspection,Schedule,IND018-GENL-VALVE-VALVE.MANUAL - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0010-09
Meter Prove/Calibration,Schedule,IND018-GN2-PLNHP-INSTLIST - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
Meter Prove/Calibration,Schedule,IND018-GN2-PLNMP-INSTLIST - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
Meter Prove/Calibration,Schedule,IND018-GO2-PLNHP-INSTLIST - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
Meter Prove/Calibration,Schedule,IND018-GO2-PLNMP-INSTLIST - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0139-09
Process computers physical cleaning to remove accumulated dust,Schedule,IND018-INST-ACS-COMPUTER - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-047-09
Control System Soft Jumper Review,Schedule,IND018-INST-ACS-COMPUTER - .,Quarterly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0254-09
Control System Computer Backup,Schedule,IND018-INST-ACS-PLC - .,Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0251-09
Impulse and sample tubes leak check and correctoin,Schedule,"IND018-INST-ANAL-CAL.GAS.CYL - ANALYZER, CALIBRATION GAS CYLINDERS",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-015-09
CHECK CALIBRATION GASES CYLINDER PRESSURE AND ITS EXPIRY DATE,Schedule,"IND018-INST-ANAL-CAL.GAS.CYL - ANALYZER, CALIBRATION GAS CYLINDERS",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-012-09
Periodic chcek of molybdate level in chiller water loop,Schedule,IND018-PLT2-CHLR - CHILLER,Half yearly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-074-09
INSPECT AUTO-CONDENSATE TRAPS,Schedule,IND018-PLT2-MAC.1-COMP - .,Monthly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-008-09
AIR SUCTION FILTER HOUSE INSPECTION,Schedule,IND018-PLT2-MAC.1-FLTR.ASFH - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0280-09
FUNCTIONAL CHECK OF IMPLOSION AND SURGE DOORS,Schedule,IND018-PLT2-MAC.1-INST.ASFH - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-050-09
INSPECT AUTO-CONDENSATE TRAPS,Schedule,IND018-PLT2-MAC.2-COMP - .,Monthly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-008-09
AIR SUCTION FILTER HOUSE INSPECTION,Schedule,IND018-PLT2-MAC.2-FLTR.ASFH - .,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0280-09
FUNCTIONAL CHECK OF IMPLOSION AND SURGE DOORS,Schedule,IND018-PLT2-MAC.2-INST.ASFH - .,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-050-09
INSPECTION AND CLEANING OF LIMIT SWITCHES OF PP BED VALVES,Schedule,IND018-PLT2-PP - PREPURIFIER,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND018-069-09
INSPECTION & CHECK OF INSTRUMENTS IN FIRE EQUIPMENTS,Schedule,IND018-UTIL-FIREQUIP-INST - .,Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,ACMS-7037-09
FIRE HYDRANT SYSTEM  MAINTENANCE,Schedule,IND018-UTIL-FIREWTR-HYDRANT - .,Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-025-09
"Motors, Form Wound Synchronous – Major Maintenance",Schedule,"67712 - MOTOR,#3 MAC",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0587-09
"Motors, Form Wound – Periodic Partial Discharge Analysis",Schedule,"67712 - MOTOR,#3 MAC",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0582-09
"Motors, Form Wound Synchronous – Periodic Maintenance",Schedule,"67712 - MOTOR,#3 MAC",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0586-09
Inspect brushes & clean carbonization of variacs used for Syn Motor Exciter Sys.,Schedule,"67712 - MOTOR,#3 MAC",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND019-030-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67712 - MOTOR,#3 MAC",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Synchronous – Periodic Maintenance",Schedule,"67713 - MOTOR,#4 MAC",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0586-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"67713 - MOTOR,#4 MAC",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Form Wound Synchronous – Major Maintenance",Schedule,"67713 - MOTOR,#4 MAC",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0587-09
"Motors, Form Wound – Periodic Partial Discharge Analysis",Schedule,"67713 - MOTOR,#4 MAC",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0582-09
Inspect brushes & clean carbonization of variacs used for Syn Motor Exciter Sys.,Schedule,"67713 - MOTOR,#4 MAC",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND019-030-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67714 - BREAKER, 11KV  UNIT 51, FEED TO MAC3 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67714 - BREAKER, 11KV  UNIT 51, FEED TO MAC3 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67715 - BREAKER, 11KV  UNIT 51X, RED.VOLT. CONNECTION TO MAC3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67715 - BREAKER, 11KV  UNIT 51X, RED.VOLT. CONNECTION TO MAC3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67716 - BREAKER, 11KV  UNIT 52, FEED TO MAC 4 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
